カテゴリ,講座名,ユニット番号,ユニット名,スライド番号,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,Googleスライド,Canvaスライド,Canva動画,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,10,心理学の「自己開示の返報性」：聞くと話してくれる,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,11,アクティブリスニング：積極的傾聴の技術,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,12,ただ聞くのではなく「しっかり聞く」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,13,アクティブリスニングの5つの技術,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,14,1. アイコンタクト：目を見て聞く,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,15,2. うなずき・相槌：「はい」「なるほど」「そうですね」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,16,3. 要約：「つまり〇〇ということですね」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,17,4. 共感：「それは大変でしたね」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,18,5. 質問：「もう少し詳しく教えてください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,19,行動経済学の「注意の希少性」：真剣に聞くだけで差別化,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,20,聞く姿勢：体を相手に向ける・メモを取る・スマホは見ない,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,21,沈黙を恐れない：間を持つことで深い話が出る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,22,脳科学の「処理時間」：人は考える時間が必要,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,23,ヒアリングのNG行動：遮る・否定する・自分の話をする,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,24,「でも」「しかし」は信頼を壊す,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,1,ヒアリングの重要性（聞く8割）,25,実践ワーク：ペアでアクティブリスニングの練習をしよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,1,質問が営業の武器：良い質問が良い答えを引き出す,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,2,脳科学の「質問効果」：質問されると考え始める,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,3,2種類の質問：オープンクエスチョン vs クローズドクエスチョン,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,4,オープンクエスチョン：自由に答えられる質問,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,5,「どのような課題がありますか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,6,クローズドクエスチョン：Yes/Noで答える質問,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,7,「〇〇で困っていませんか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,8,使い分け：最初はオープン→徐々にクローズド,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,9,心理学の「情報の粒度」：広く聞いて狭く絞る,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,10,SPIN話法：4つの質問で課題を掘り下げる,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,11,営業の名著「SPIN Selling」の質問技法,4,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,12,S（Situation）：状況質問,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,13,「現在どのような状況ですか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,14,P（Problem）：問題質問,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,15,「何か困っていることはありますか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,16,I（Implication）：示唆質問,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,17,「その問題を放置するとどうなりますか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,18,N（Need-payoff）：解決質問,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,19,「解決するとどんな良いことがありますか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,20,行動経済学の「損失回避」：示唆質問が危機感を生む,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,21,"5W1Hで深掘りする：When, Where, Who, What, Why, How",5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,22,「なぜそう思うのですか？」の深掘り質問,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,23,仮説質問：「もしかして〇〇ではないですか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,24,専門知識を活かした質問で信頼を得る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,25,脳科学の「認知的努力」：考えさせる質問が記憶に残る,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,26,質問のNG：誘導・詰問・連続質問,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,2,質問技法（SPIN話法等）,27,実践ワーク：SPIN話法で質問シートを作成しよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,1,顕在ニーズ vs 潜在ニーズ：本当の課題を見つける,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,2,顕在ニーズ：顧客が自覚している課題,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,3,「コストを削減したい」「効率化したい」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,4,潜在ニーズ：顧客が気づいていない課題,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,5,「実はこれが根本原因では？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,6,脳科学の「盲点」：人は自分の問題に気づきにくい,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,7,なぜ潜在ニーズが重要なのか：競合と差別化できる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,8,顕在ニーズは誰でも対応できる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,9,潜在ニーズを見つけられるのがプロ,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,10,心理学の「問題の再定義」：課題を言語化する力,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,11,潜在ニーズを引き出す3つのステップ,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,12,ステップ1：現状を深く理解する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,13,業務フロー・組織体制・目標を詳しく聞く,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,14,ステップ2：矛盾や違和感を見つける,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,15,「それって本当に解決策ですか？」の疑問,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,16,ステップ3：「なぜ」を5回繰り返す,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,17,トヨタの「なぜなぜ分析」で根本原因を探る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,18,行動経済学の「フレーミング」：言い方を変えて気づかせる,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,19,顧客の言葉を翻訳する：「安くしたい」→「価値を高めたい」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,20,「コスト削減」の裏には「競争力強化」がある,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,21,業界知識が潜在ニーズを見つける鍵,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,22,同業他社の事例を知っていると提案できる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,23,脳科学の「パターン認識」：経験が洞察を生む,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,24,「もしかしたら」の提案：仮説を投げかける,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,25,「他社ではこんな課題がありましたが…」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,26,潜在ニーズを気づかせる質問例,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,27,「なぜそれが必要なのですか？」「その先に何がありますか？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,3,顧客の潜在ニーズを引き出す,28,実践ワーク：顧客の潜在ニーズを3つ仮説立ててみよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,1,AI時代の営業：データとAIが仮説を強化する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,2,なぜAIが営業に必要なのか：情報量が膨大すぎる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,3,脳科学の「認知限界」：人間だけでは処理しきれない,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,4,AIができる3つのこと：情報収集・分析・提案生成,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,5,1. 情報収集：企業情報・ニュース・財務データ,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,6,2. 分析：業界トレンド・競合比較・課題抽出,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,7,3. 提案生成：仮説構築・提案書ドラフト作成,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,8,心理学の「補完関係」：AIと人間の役割分担,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,9,事前調査にAIを活用：訪問前の情報収集,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,10,ChatGPT・Geminiで企業研究,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,11,プロンプト例：「〇〇社の課題を分析してください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,12,業界トレンド分析：AIが最新情報を提供,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,13,「〇〇業界の2025年のトレンドは？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,14,行動経済学の「情報優位性」：知識が信頼を生む,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,15,競合分析にAI活用：強み・弱みを瞬時に把握,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,16,「A社とB社を比較してください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,17,仮説構築：AIに課題を推測させる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,18,「この業界の企業が抱える課題を5つ教えてください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,19,提案書のドラフト作成：AIが骨格を作る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,20,「〇〇社向けの提案書を作成してください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,21,脳科学の「創造性」：AIが叩き台、人間が磨く,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,22,AIの限界：100%信じない・最終判断は人間,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,23,ハルシネーション（幻覚）：間違った情報を出すことも,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,24,必ずファクトチェック：情報源を確認する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,25,AIツールの紹介：Sales Navigator・HubSpot・Salesforce Einstein,4,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,26,営業支援AIで効率化：リード管理・予測分析,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,ヒアリング力と課題発見,4,AIを活用した仮説構築,27,実践ワーク：AIを使って顧客の課題仮説を立ててみよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,1,提案書とは：顧客の課題を解決する「設計図」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,2,なぜ提案書が必要なのか：口頭だけでは伝わらない,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,3,脳科学の「視覚情報」：見ると理解が深まる,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,4,提案書の目的：説得・記録・差別化,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,5,目的1：意思決定を促す（承認を得る）,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,6,目的2：社内共有（決裁者に回覧される）,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,7,目的3：競合との差別化（選ばれる理由を示す）,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,8,心理学の「アンカリング効果」：最初の提案が基準になる,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,9,提案書の基本構成：表紙→背景→課題→提案→効果→実績→見積,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,10,1. 表紙：タイトル・日付・社名,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,11,2. 背景：なぜこの提案が必要か,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,12,3. 課題：顧客が抱えている問題,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,13,4. 提案：解決策の内容,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,14,5. 効果：導入後のメリット,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,15,6. 実績：類似事例・成功事例,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,16,7. 見積：価格・スケジュール,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,17,行動経済学の「社会的証明」：実績が信頼を生む,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,18,エグゼクティブサマリー：1ページで全体を要約,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,19,忙しい決裁者は最初の1ページしか読まない,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,20,読みやすいレイアウト：図表・箇条書き・余白,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,21,脳科学の「認知負荷」：複雑だと読まれない,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,22,ストーリー性：起承転結で構成する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,23,「困っている→解決→幸せな未来」の物語,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,24,デザインの重要性：プロっぽく見せる,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,25,テンプレートを活用：毎回ゼロから作らない,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,1,提案書の作成,26,実践ワーク：提案書の骨格を1ページで作成してみよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,1,ソリューション営業：商品ではなく解決策を売る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,2,脳科学の「問題解決欲求」：人は困りごとを解決したい,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,3,課題起点の提案：「何を売るか」より「何を解決するか」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,4,商品営業 vs ソリューション営業,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,5,商品営業：「この商品を買ってください」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,6,ソリューション営業：「この課題をこう解決します」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,7,ソリューション提案の3ステップ：課題定義→解決策→効果,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,8,ステップ1：課題を明確に定義する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,9,「〇〇で困っていますよね」の共感,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,10,ステップ2：解決策を具体的に示す,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,11,「これを使うとこう解決できます」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,12,ステップ3：導入後の効果を数値化する,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,13,「コスト30%削減」「業務時間50%短縮」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,14,心理学の「ギャップモデル」：現状と理想の差が購買意欲,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,15,As-Is（現状）とTo-Be（理想）を対比する,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,16,「今はこうだが、導入後はこうなる」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,17,ペインポイント：顧客の痛みを刺激する,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,18,「このまま放置すると〇〇のリスクがあります」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,19,行動経済学の「損失回避」：損を避けたい心理,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,20,ゲインポイント：得られるメリットを強調,4,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,21,「導入すると〇〇が実現します」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,22,競合との差別化：なぜ自社なのかを明確に,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,23,他社にはない独自の強みを打ち出す,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,24,脳科学の「比較優位」：選択肢があると選びやすい,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,25,カスタマイズ提案：顧客に合わせた特別感,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,26,「御社のために考えました」の一点もの感,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,2,ソリューション提案の組み立て（課題→解決）,27,実践ワーク：課題→解決の提案ストーリーを作成しよう,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,1,フィーチャー vs ベネフィット：機能ではなく価値を語る,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,2,フィーチャー（Feature）：商品の機能・スペック,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,3,「この製品は〇〇の機能があります」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,4,ベネフィット（Benefit）：顧客が得られる価値・利益,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,5,「これを使うとあなたは〇〇できます」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,6,脳科学の「自己関連性」：自分ごとに感じると動く,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,7,なぜベネフィットが重要なのか：顧客は機能に興味がない,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,8,顧客が知りたいのは「私にどんな良いことがあるの？」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,9,FAB話法：Feature→Advantage→Benefit,4,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,10,Feature（特徴）：何ができるか,5,5,5,4,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,11,Advantage（利点）：だから何が良いのか,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,12,Benefit（便益）：結果どうなるのか,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,13,心理学の「階層的価値」：表面から本質へ,4,5,4,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,14,FAB話法の例：高速プリンター,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,15,F：「毎分100枚印刷できます」,5,5,5,5,,,,,,,,,,,,,,,
営業・販売スキル,提案営業の実践,3,顧客のベネフィット（価値）の伝え方,16,A：「だから印刷時間が短縮されます」,5,5,5,5,,,,,,,,,,,,,,,
